AreaID;AreaCode;SiteName;Country;State/Province;Latitude;Longitude;Lat10;Long10;Altitude;Alt SRTM;Domain;DomN;EcoUnit;FitGeoN;Asp Ocean;Thermic realm;Elevation range;Zonal Azonal;Climatic regime;Leaf flush;Vegetation physiognomy;Vegetation type;CdVg;Main vegetation type;TempCorrection;PrecipCorrection;TempAnn;TempDayRng;Isotherm;TempSeas;TempMax;TempMin;TempAnnRng;PrecAnn;PrecWetP;PrecDryP;PrecSeas;WaterDefDur;WaterDefSev;WaterExcDur;WaterExcSev;HyperSeas;DaysFrost;CloudItcp;Grassy Cover;Surface Rockiness;Ranked Rockiness;Soil Texture Class;Ranked Sand;Soil Drainage Class;Ranked Drainage;Soil Water Storage;Soil Fertility Class;Ranked TBS;Salinity Class;Ranked Salinity
8713;NeaMX040;Cañon El Aguajito, matorral arido submontano;Mexico;Baja California;30°03’47”N;115°27’02”W;30.0631;-115.4506;493;521;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Lower hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Lower hills Arid Deciduous Open stiff-leaved scrub;529;Semi-desert and desert;0;1;17.7;17.1;60;445;33.5;4.8;28.7;170;30;0;77;300;261;0;1030;759;56;0;0;Very high (60-100% exposed rock);80;Sandy loam (70-80% sand);75;Excessively;5;14;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8675;NeaMX041;Isla del Tiburon, matorral arido submontano;Mexico;Sonora;28°59’18”N;112°20’16”W;28.9883;-112.3378;372;352;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Lower hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Lower hills Arid Deciduous Open stiff-leaved scrub;529;Semi-desert and desert;0;1;21.4;15.9;55;542;35.9;6.8;29.1;159;33;1;80;360;355;0;1041;878;5;0;0;Very high (60-100% exposed rock);80;Sandy loam (70-80% sand);75;Excessively;5;14;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8676;NeaMX042;Sierra Libre, matorral arido submontano;Mexico;Sonora;28°32’33”N;110°58’21”W;28.5425;-110.9725;381;388;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Lower hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Lower hills Arid Deciduous Open stiff-leaved scrub;529;Semi-desert and desert;0;1;23.3;13.8;51;548;36.1;9.1;27;337;90;2;111;300;279;0;863;339;1;0;0;Very high (60-100% exposed rock);80;Loamy sand (80-90% sand);85;Excessively;5;11;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8714;NeaMX043;El Barril, matorral arido submontano;Mexico;Baja California;28°14’43”N;112°57’11”W;28.2453;-112.9531;236;313;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Lower hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Lower hills Arid Deciduous Open stiff-leaved scrub;529;Semi-desert and desert;0;1;20.9;16.4;58;486;35.6;7.2;28.4;122;20;0;69;360;381;0;1078;1196;5;0;0;High (30-60% exposed rock);45;Loamy sand (80-90% sand);85;Excessively;5;20;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8677;NeaMX044;Cañon de Robinson, matorral arido submontano;Mexico;Sonora;28°02’19”N;111°07’52”W;28.0386;-111.1311;304;254;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Lower hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Lower hills Arid Deciduous Open stiff-leaved scrub;529;Semi-desert and desert;0;1;23.7;12.3;50;521;35.4;10.6;24.8;233;68;1;112;340;343;0;967;562;0;0;0;Very high (60-100% exposed rock);80;Sandy loam (70-80% sand);75;Excessively;5;14;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8715;NeaMX045;Mision de San Ignacio, matorral arido submontano;Mexico;Baja California Sur;27°17’44”N;112°54’05”W;27.2956;-112.9014;120;176;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Lower hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Lower hills Arid Deciduous Open stiff-leaved scrub;529;Semi-desert and desert;0;1;21.2;17.4;60;458;36.6;7.8;28.8;98;19;0;82;360;412;0;1102;1545;4;0;0;High (30-60% exposed rock);45;Loamy sand (80-90% sand);85;Excessively;5;20;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8716;NeaMX046;Cañon de San Isidro, matorral arido submontano;Mexico;Baja California Sur;26°13’24”N;112°01’02”W;26.2233;-112.0172;121;177;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Lower hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Lower hills Arid Deciduous Open stiff-leaved scrub;529;Semi-desert and desert;0;1;22.1;15.1;58;441;35.4;9.5;25.9;139;34;0;99;360;393;0;1061;1046;0;0;0;Very high (60-100% exposed rock);80;Loamy sand (80-90% sand);85;Excessively;5;11;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8717;NeaMX047;Mision San Luis Gonzaga, matorral arido submontano;Mexico;Baja California Sur;24°54’48”N;111°17’46”W;24.9133;-111.2961;153;173;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Lower hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Lower hills Arid Deciduous Open stiff-leaved scrub;529;Semi-desert and desert;0;1;21.4;13.8;59;380;33.1;9.8;23.3;174;47;0;112;360;340;0;1026;785;0;0;0;Very high (60-100% exposed rock);80;Sandy loam (70-80% sand);75;Excessively;5;14;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8718;NeaMX048;La Paz, Cerro del Panteon, matorral arido submontano;Mexico;Baja California Sur;24°09’36”N;110°16’39”W;24.16;-110.2775;252;120;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Lower hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Lower hills Arid Deciduous Open stiff-leaved scrub;529;Semi-desert and desert;-0.7;1.1;22.6;13.3;56;447;34.4;10.6;23.8;252;75;0;118;310;316;0;948;502;0;0;0;Very high (60-100% exposed rock);80;Sandy loam (70-80% sand);75;Excessively;5;14;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8719;NeaMX049;Cerro El Borrego, matorral arido de serranias;Mexico;Baja California;31°17’34”N;115°19’09”W;31.2928;-115.3192;676;823;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Upper hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Upper hills Arid Deciduous Open stiff-leaved scrub;530;Semi-desert and desert;0.7;1;17.3;16;53;537;33.4;3.4;30;182;29;1;59;360;233;0;1018;687;111;0;0;Very high (60-100% exposed rock);80;Sandy loam (70-80% sand);75;Excessively;5;14;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8678;NeaMX050;Caborca, Sierra del Alamo matorral arido de serranias;Mexico;Sonora;30°39’33”N;112°32’53”W;30.6592;-112.5481;503;491;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Upper hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Upper hills Arid Deciduous Open stiff-leaved scrub;530;Semi-desert and desert;0;1;19.8;17;52;625;36.1;3.3;32.8;206;43;1;83;340;275;0;994;616;76;0;0;Very high (60-100% exposed rock);80;Sandy loam (70-80% sand);75;Excessively;5;14;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8679;NeaMX051;Sierra Picu, matorral arido de serranias;Mexico;Sonora;29°59’56”N;112°23’10”W;29.9989;-112.3861;517;475;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Upper hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Upper hills Arid Deciduous Open stiff-leaved scrub;530;Semi-desert and desert;0;1;20.1;16.8;53;591;35.8;4.3;31.5;189;38;1;82;360;294;0;1011;690;52;0;0;Very high (60-100% exposed rock);80;Loamy sand (80-90% sand);85;Excessively;5;11;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8720;NeaMX052;Laguna Chapala, matorral arido de serranias;Mexico;Baja California;29°23’14”N;114°23’09”W;29.3872;-114.3858;707;705;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Upper hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Upper hills Arid Deciduous Open stiff-leaved scrub;530;Semi-desert and desert;0;1;17.6;16.6;59;457;33;4.7;28.3;139;23;0;67;360;284;0;1061;968;56;0;0;High (30-60% exposed rock);45;Sandy loam (70-80% sand);75;Excessively;5;23;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8680;NeaMX053;Hermosillo, Sierra Espinazo Prieto, matorral arido de serranias;Mexico;Sonora;29°10’57”N;110°58’21”W;29.1825;-110.9725;613;431;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Upper hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Upper hills Arid Deciduous Open stiff-leaved scrub;530;Semi-desert and desert;-0.9;1.06;21.9;15.6;52;592;36.5;6.5;30;359;95;2;109;270;241;0;841;301;6;0;0;High (30-60% exposed rock);45;Sandy loam (70-80% sand);75;Excessively;5;23;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8721;NeaMX054;Valle de Los Cirios, matorral arido de serranias;Mexico;Baja California;28°31’47”N;113°38’35”W;28.5297;-113.6431;717;945;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Upper hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Upper hills Arid Deciduous Open stiff-leaved scrub;530;Semi-desert and desert;1.1;1;18.1;16;59;441;32.6;5.6;27;203;33;1;61;305;242;0;997;610;12;0;0;High (30-60% exposed rock);45;Sandy loam (70-80% sand);75;Excessively;5;23;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8722;NeaMX055;Cañon de San Pablo, matorral arido de serranias;Mexico;Baja California Sur;27°37’52”N;113°04’14”W;27.6311;-113.0706;555;866;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Upper hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Upper hills Arid Deciduous Open stiff-leaved scrub;530;Semi-desert and desert;1.6;1;19.5;16.1;60;434;33.9;7;26.9;187;32;1;73;350;283;0;1013;693;7;0;0;Very high (60-100% exposed rock);80;Sandy loam (70-80% sand);75;Excessively;5;14;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8723;NeaMX056;Cañon Tabor, matorral arido de serranias;Mexico;Baja California Sur;25°47’57”N;111°22’09”W;25.7992;-111.3692;821;415;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Upper hills;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Upper hills Arid Deciduous Open stiff-leaved scrub;530;Semi-desert and desert;-2;1.1;19.7;14.3;56;463;32.4;6.8;25.6;270;74;1;108;300;238;0;930;433;6;0;0;Very high (60-100% exposed rock);80;Loamy sand (80-90% sand);85;Excessively;5;11;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8681;NeaMX057;Agua Prieta, matorral arido montano inferior;Mexico/United States;Sonora/Arizona;31°17’16”N;109°33’59”W;31.2878;-109.5664;1174;1182;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Lower highlands;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Lower highlands Arid Deciduous Open stiff-leaved scrub;531;Semi-desert and desert;0;1;16.9;19.2;51;712;35.6;-1.8;37.4;315;87;4;97;240;154;0;885;330;163;23;0;Very high (60-100% exposed rock);80;Sandy loam (70-80% sand);75;Excessively;5;14;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8725;NeaMX058;Isla Cedros, matorral arido montano inferior;Mexico;Baja California;28°07’49”N;115°13’09”W;28.1303;-115.2192;1147;613;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Lower highlands;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Lower highlands Arid Deciduous Open stiff-leaved scrub;531;Semi-desert and desert;-2.7;1.09;14.6;14.9;61;372;28.1;3.5;24.6;132;26;0;85;285;230;0;1068;983;133;9;0;High (30-60% exposed rock);45;Sandy loam (70-80% sand);75;Excessively;5;23;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8726;NeaMX059;La Rumorosa, matorral arido montano superior;Mexico/United States;Baja California/California;32°34’44”N;116°05’19”W;32.5789;-116.0886;1323;1243;Nearctic Mexico;1;Californian-Sonoran Mexico;1;Leeward;Subtropical;Upper highlands;(Zonal);Arid;Deciduous;Open stiff-leaved scrub;Subtropical Upper highlands Arid Deciduous Open stiff-leaved scrub;532;Semi-desert and desert;0;1;14.4;14.5;45;678;32.5;0.1;32.4;220;34;1;59;220;187;0;980;530;174;18;0;High (30-60% exposed rock);45;Sandy loam (70-80% sand);75;Excessively;5;23;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8469;NeaMX060;Reynosa, bosque deciduo submontano;Mexico;Tamaulipas;25°51’58”N;98°26’14”W;25.8661;-98.4372;120;119;Nearctic Mexico;1;Rio Grande Lowlands;2;Leeward;Subtropical;Lower hills;(Zonal);Seasonally dry;Deciduous;Broadleaved Forest;Subtropical Lower hills Seasonally dry Deciduous Broadleaved Forest;202;Deciduous forest;0;1;23.2;12.2;44;561;36;8.5;27.5;613;106;15;54;145;66;10;593;108;1;0;0;Absent to Low (0-10% exposed rock);5;Loam (40-50% sand);45;Moderately Well;50;63;Mesotrophic (25-50% TBS);37;No salinity;0
8614;NeaMX061;Piedras Negras, matorral semi-arido submontano;Mexico;Coahuila;28°39’09”N;100°36’52”W;28.6525;-100.6144;241;249;Nearctic Mexico;1;Rio Grande Lowlands;2;Leeward;Subtropical;Lower hills;(Zonal);Semi-arid;Deciduous;Stiff-leaved Dwarf-forest;Subtropical Lower hills Semi-arid Deciduous Stiff-leaved Dwarf-forest;391;Semi-arid thorny woodland;0;1;21.8;13.2;41;707;37.1;5;32.1;475;79;17;56;250;103;0;725;174;7;0;0;Intermediate (10-30% exposed rock);20;Sandy clay (50-60% sand);55;Somewhat Excessively;20;41;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8448;NeaMX062;Vallecito, matorral semi-arido submontano;Mexico;Nuevo Leon;26°39’39”N;99°58’55”W;26.6608;-99.9819;260;269;Nearctic Mexico;1;Rio Grande Lowlands;2;Leeward;Subtropical;Lower hills;(Zonal);Semi-arid;Deciduous;Stiff-leaved Dwarf-forest;Subtropical Lower hills Semi-arid Deciduous Stiff-leaved Dwarf-forest;391;Semi-arid thorny woodland;0;1;22.8;13.2;43;637;37.8;7;30.8;444;102;11;72;285;156;5;758;206;3;0;0;Intermediate (10-30% exposed rock);20;Sandy clay (50-60% sand);55;Somewhat Excessively;20;41;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8615;NeaMX063;Monclova, matorral semi-arido de serranias;Mexico;Coahuila;26°50’59”N;101°26’28”W;26.8497;-101.4411;708;698;Nearctic Mexico;1;Rio Grande Lowlands;2;Leeward;Subtropical;Upper hills;(Zonal);Semi-arid;Deciduous;Stiff-leaved Dwarf-forest;Subtropical Upper hills Semi-arid Deciduous Stiff-leaved Dwarf-forest;392;Semi-arid thorny woodland;0;1.1;21.2;15.3;49;627;35.8;4.3;31.5;417;87;8;72;275;134;0;783;220;46;0;0;Intermediate (10-30% exposed rock);20;Loam (40-50% sand);45;Somewhat Excessively;20;44;Mesotrophic (25-50% TBS);37;Slightly saline (ECe ca. 0.1-0.2 ds/m);15
8682;NeaMX064;Santa Lucia, Capilla del Taxte, bosque mixto montano inferior;Mexico;Sinaloa;23°25’21”N;105°52’08”W;23.4225;-105.8689;1172;1170;Nearctic Mexico;1;Sierra Madre Occidental;3;Leeward;Tropical;Lower highlands;(Zonal);Seasonally dry;Semideciduous;Needle-broadleaved Forest;Tropical Lower highlands Seasonally dry Semideciduous Needle-broadleaved Forest;124;Mixed forest;5.6;1;20.6;11.6;58;285;30.1;10.2;19.9;1233;318;9;101;115;89;125;473;46;0;0;0;Intermediate (10-30% exposed rock);20;Clay loam (30-40% sand);35;Somewhat Excessively;20;46;Dystrophic (10-25% TBS);17;No salinity;0
8683;NeaMX065;Paso San Luis, bosque mixto alto-montano;Mexico/United States;Sonora/Chihuahua/New Mexico;31°19’31”N;108°46’07”W;31.3253;-108.7686;1791;1913;Nearctic Mexico;1;Sierra Madre Occidental;3;Leeward;Subtropical;Upper highlands;(Zonal);Seasonally dry;Semideciduous;Needle-broadleaved Forest;Subtropical Upper highlands Seasonally dry Semideciduous Needle-broadleaved Forest;125;Mixed forest;0.6;1;13.8;17.3;49;656;32;-3;35;445;103;7;79;95;69;5;758;186;188;50;0;High (30-60% exposed rock);45;Silty clay loam (20-30% sand);25;Excessively;5;35;Dystrophic (10-25% TBS);17;No salinity;0
8684;NeaMX066;Nogales, bosque mixto alto-montano;Mexico/United States;Sonora/Arizona;31°18’52”N;111°01’10”W;31.3144;-111.0194;1326;1256;Nearctic Mexico;1;Sierra Madre Occidental;3;Leeward;Subtropical;Upper highlands;(Zonal);Seasonally dry;Semideciduous;Needle-broadleaved Forest;Subtropical Upper highlands Seasonally dry Semideciduous Needle-broadleaved Forest;125;Mixed forest;0;1;16.2;17.1;50;666;33.5;-0.4;33.9;481;119;5;87;120;91;35;738;172;163;37;0;Intermediate (10-30% exposed rock);20;Clay loam (30-40% sand);35;Somewhat Excessively;20;46;Dystrophic (10-25% TBS);17;No salinity;0
8685;NeaMX067;Magdalena, Cerro de La Ventana, bosque mixto alto-montano;Mexico;Sonora;30°33’57”N;110°59’11”W;30.5658;-110.9864;1341;1006;Nearctic Mexico;1;Sierra Madre Occidental;3;Leeward;Subtropical;Upper highlands;(Zonal);Seasonally dry;Semideciduous;Needle-broadleaved Forest;Subtropical Upper highlands Seasonally dry Semideciduous Needle-broadleaved Forest;125;Mixed forest;-1.7;1.05;16.9;17.5;53;621;33.7;0.7;33;491;139;6;103;160;113;45;760;178;149;41;0;High (30-60% exposed rock);45;Silty clay loam (20-30% sand);25;Excessively;5;35;Dystrophic (10-25% TBS);17;No salinity;0
8616;NeaMX068;Cascada de Basaseachic, bosque mixto alto-montano;Mexico;Chihuahua;28°10’07”N;108°12’58”W;28.1686;-108.2161;1641;2045;Nearctic Mexico;1;Sierra Madre Occidental;3;Leeward;Subtropical;Upper highlands;(Zonal);Seasonally dry;Semideciduous;Needle-broadleaved Forest;Subtropical Upper highlands Seasonally dry Semideciduous Needle-broadleaved Forest;125;Mixed forest;2;1;16.4;18.1;59;476;31.7;0.8;30.9;955;259;10;109;80;49;95;571;65;154;98;0;Intermediate (10-30% exposed rock);20;Silty clay loam (20-30% sand);25;Somewhat Excessively;20;49;Dystrophic (10-25% TBS);17;No salinity;0
8686;NeaMX069;Sierra de alamos, bosque mixto alto-montano;Mexico;Sonora;26°58’17”N;108°59’43”W;26.9714;-108.9953;1576;1145;Nearctic Mexico;1;Sierra Madre Occidental;3;Leeward;Subtropical;Upper highlands;(Zonal);Seasonally dry;Semideciduous;Needle-broadleaved Forest;Subtropical Upper highlands Seasonally dry Semideciduous Needle-broadleaved Forest;125;Mixed forest;-2.2;1.05;17.7;16.6;58;444;31.9;3.2;28.7;764;236;4;118;150;106;85;672;102;110;75;0;Intermediate (10-30% exposed rock);20;Clay loam (30-40% sand);35;Somewhat Excessively;20;46;Dystrophic (10-25% TBS);17;No salinity;0
8687;NeaMX070;Surutato, bosque mixto alto-montano;Mexico;Sinaloa;25°49’46”N;107°32’48”W;25.8294;-107.5467;1634;1527;Nearctic Mexico;1;Sierra Madre Occidental;3;Leeward;Subtropical;Upper highlands;(Zonal);Seasonally dry;Semideciduous;Needle-broadleaved Forest;Subtropical Upper highlands Seasonally dry Semideciduous Needle-broadleaved Forest;125;Mixed forest;-0.5;1.01;18.4;15.6;60;365;30.7;4.8;25.9;1168;281;13;90;75;49;115;428;41;38;119;0;Intermediate (10-30% exposed rock);20;Silty clay loam (20-30% sand);25;Somewhat Excessively;20;49;Dystrophic (10-25% TBS);17;No salinity;0
8617;NeaMX071;Valle de Topia, bosque mixto alto-montano;Mexico;Durango;25°13’29”N;106°24’41”W;25.2247;-106.4114;1737;1928;Nearctic Mexico;1;Sierra Madre Occidental;3;Leeward;Subtropical;Upper highlands;(Zonal);Seasonally dry;Semideciduous;Needle-broadleaved Forest;Subtropical Upper highlands Seasonally dry Semideciduous Needle-broadleaved Forest;125;Mixed forest;1;1;17.6;13.1;59;326;28.5;6.2;22.3;1141;256;10;87;80;60;115;426;43;7;124;0;Intermediate (10-30% exposed rock);20;Silty clay loam (20-30% sand);25;Somewhat Excessively;20;49;Dystrophic (10-25% TBS);17;No salinity;0
8568;NeaMX072;Tepic, Cerro de San Juan, bosque mixto alto-montano;Mexico;Nayarit;21°29’47”N;104°56’09”W;21.4964;-104.9358;1522;1451;Nearctic Mexico;1;Sierra Madre Occidental;3;Leeward;Tropical;Upper highlands;(Zonal);Seasonally dry;Semideciduous;Needle-broadleaved Forest;Tropical Upper highlands Seasonally dry Semideciduous Needle-broadleaved Forest;125;Mixed forest;0;1;18.7;13.9;65;229;28.8;7.5;21.3;1185;300;3;117;170;131;130;603;62;5;113;0;Intermediate (10-30% exposed rock);20;Silty clay loam (20-30% sand);25;Somewhat Excessively;20;49;Dystrophic (10-25% TBS);17;No salinity;0
8688;NeaMX073;Sierra Los Ajos, bosque mixto subalpino;Mexico;Sonora;30°57’15”N;109°57’31”W;30.9542;-109.9586;2162;2094;Nearctic Mexico;1;Sierra Madre Occidental;3;Leeward;Subtropical;Sub-alpine;(Zonal);Seasonally dry;Semideciduous;Needle-broadleaved Forest;Subtropical Sub-alpine Seasonally dry Semideciduous Needle-broadleaved Forest;126;Mixed forest;0;1;12.5;15.3;48;611;29.4;-2.2;31.6;630;149;11;82;70;36;55;648;109;193;85;0;High (30-60% exposed rock);45;Clay loam (30-40% sand);35;Excessively;5;33;Dystrophic (10-25% TBS);17;No salinity;0
8618;NeaMX074;Ejido de Altamirano, bosque mixto subalpino;Mexico;Chihuahua;30°21’51”N;108°29’41”W;30.3642;-108.4947;1812;1871;Nearctic Mexico;1;Sierra Madre Occidental;3;Leeward;Subtropical;Sub-alpine;(Zonal);Seasonally dry;Semideciduous;Needle-broadleaved Forest;Subtropical Sub-alpine Seasonally dry Semideciduous Needle-broadleaved Forest;126;Mixed forest;0;1;14.1;17.4;50;652;32.3;-2.6;34.9;416;106;7;90;135;69;10;790;206;179;47;0;Intermediate (10-30% exposed rock);20;Silty clay loam (20-30% sand);25;Somewhat Excessively;20;49;Dystrophic (10-25% TBS);17;No salinity;0
8689;NeaMX075;Bacadehuachi, Cerro Chuchupate, bosque mixto subalpino;Mexico;Sonora;29°53’33”N;109°01’19”W;29.8925;-109.0219;2103;1912;Nearctic Mexico;1;Sierra Madre Occidental;3;Leeward;Subtropical;Sub-alpine;(Zonal);Seasonally dry;Semideciduous;Needle-broadleaved Forest;Subtropical Sub-alpine Seasonally dry Semideciduous Needle-broadleaved Forest;126;Mixed forest;-1;1.02;13.1;16.6;51;595;30;-2.8;32.8;654;163;8;85;70;38;60;637;103;193;86;0;Intermediate (10-30% exposed rock);20;Silty clay loam (20-30% sand);25;Somewhat Excessively;20;49;Dystrophic (10-25% TBS);17;No salinity;0
8690;NeaMX076;Sierra de Aconchi, bosque mixto subalpino;Mexico;Sonora;29°49’15”N;110°21’10”W;29.8208;-110.3528;2058;1734;Nearctic Mexico;1;Sierra Madre Occidental;3;Leeward;Subtropical;Sub-alpine;(Zonal);Seasonally dry;Semideciduous;Needle-broadleaved Forest;Subtropical Sub-alpine Seasonally dry Semideciduous Needle-broadleaved Forest;126;Mixed forest;-1.6;1.03;13.9;15.1;51;544;29.3;-0.2;29.5;709;186;8;94;80;50;65;629;96;169;91;0;High (30-60% exposed rock);45;Clay loam (30-40% sand);35;Excessively;5;33;Dystrophic (10-25% TBS);17;No salinity;0
8691;NeaMX077;Yecora, Puerto La Cruz, bosque mixto subalpino;Mexico;Sonora;28°22’30”N;109°02’10”W;28.375;-109.0361;2037;1651;Nearctic Mexico;1;Sierra Madre Occidental;3;Leeward;Subtropical;Sub-alpine;(Zonal);Seasonally dry;Semideciduous;Needle-broadleaved Forest;Subtropical Sub-alpine Seasonally dry Semideciduous Needle-broadleaved Forest;126;Mixed forest;-1.9;1.04;14.9;16.2;56;464;29.2;0.3;28.9;1050;317;6;121;65;48;95;568;59;164;134;0;Intermediate (10-30% exposed rock);20;Silty clay loam (20-30% sand);25;Somewhat Excessively;20;49;Dystrophic (10-25% TBS);17;No salinity;0
